,text,label,predictions
10,Made for Marie-Antoinette’s dressing room at the château de Saint Cloud. The queen’s initials are carved on the top rail.,embroidery,brocaded
11,"The inscription embroidered along the bottom of the portrait proclaims ""From the Nile to the Bosphorus, the Ottoman trembles; her people adore her, the world applauds."" This was written by the philosopher Voltaire expressly for Lasalle's woven portrait of the Russian empress.",embroidery,brocaded
12,"The gilded moldings and carved decoration on this chair and a matching settee (acc. no. 1992.173.1) frame reverse-painted glass panels, which imitate in different colors the hardstones agate, marble, and lapis lazuli. Close inspection reveals the high quality and intriguingly delicate structure of the paint and the fragility of the panels, which is not evident at  first glance. That the chair and settee have survived in such good condition is testimony to the technical skills of the maker, who provided a sound base for the heavy glass strips, preventing them from peeling away over time. Nevertheless, these are display pieces that were clearly not intended for regular use. The smallest body movement of a user or any attempt to shift or lift the heavy objects puts divergent forces and pressure on their ostentatious ""skin.""The Museum's chair and settee are part of a large suite that originally consisted of at least four settees and twenty side chairs.[1] Early in the twentieth century the set was in the collection of the earl of Derby, at Derby House, London, from where it was sold in 1940 to Mrs. Violet van der Elst, also of London. The pieces were dispersed in 1948.[2] At that time, all items of the suite were covered with the bold red and gold baroque-cut velvet that still decorates the Museum's pieces. For many years it was assumed that the initials ""PPL"" displayed in a medallion on the backs referred to the Villa Palagonia in Bagheria, near Palermo, and, more specifically, to a member of the illustrious Gravina family as a patron;[3] however, as James David Draper pointed out, although ""the peculiarly Sicilian penchant for fashioning an overall look out of glass was most memorably given free rein at the Villa Palagonia, . . . the initials 'PPL' . . . do not correspond with those of any prince of Palagonia and in truth the pieces have a much more pronounced neo-classical severity than the Villa Palagonia ballroom.""[4]John Richardson, the donor of the Museum's pieces, which he had acquired on the London art market, kept them at one point in the Château de Castille in Provence, the home of the Cubist scholar Douglas Cooper,[5] who himself owned at least three chairs from the set.[6] For the moment, the original location of the suite remains a mystery, although the preciousness and labor-intensive nature of the work narrows the source of the commission to one of the great, prosperous, aristocratic families of Sicily.The back of the settee is tripartite; the medallion with initials appears at the top of the center section, but in the same place on the side sections there is a military trophy in the form of a helmet superimposed on a saber. There is a gilded openwork frieze of overlapping ellipses along the top of the back of both the chair and the settee; this appears also along the bottom of the back of the settee but not on the Museum's chair. These ellipses, rather freely adapted from ancient vase paintings, reflect the so-called Etruscan fashion of the last third of the eighteenth century.[7] A very similar pair of chairs, each, however, with an octagonal verre églomisé panel set into the back in place of upholstery, is part of the collection of Juan March Ordinas at Palau March in Palma de Mallorca.[8] That those panels show a mythological chariot in the manner of an ancient vase painting is also very much in the ""Etruscan"" style. The incorporation of glass panels in the center of the backs makes the March chairs even more fragile than the Derby House suite.[9]Other pieces from this suite are preserved in the Art Institute of Chicago (two chairs),[10] the Ringling Museum of Art, Sarasota, Florida (two settees and two chairs),[11] and the Museum für Kunsthandwerk, Frankfurt am Main (one chair),[12] as well as in various private collections. Some of them have been recovered in shell pink or blue gray fabric with the intention of intensifying the effect of the same shades painted on the glass.[Wolfram Koeppe 2006]Footnotes:[1] Catalogue of a sale at Christie, Manson, and Woods, London, 26 July 1940, lot 41 (sold to Mrs. Violet van der Elst).[2] Catalogue of the Violet van der Elst collection sale, Christie, Manson, and Woods, London, 8 April 1948, lot 114 (ill.).[3] Allen Wardwell. ""Continental Decorative Arts at the Art Institute of Chicago."" Magazine Antiques 92 (October 1967), p. 520.[4] James David Draper. ""A Life at the Met: James Parker and the Collecting of Italian Furniture."" Apollo 139 (January 1994), p. 23. On the Villa Palagonia and its glass decorations and furniture, see Alvar González-Palacios. ""The Prince of Palagonia, Goethe and Glass Furniture."" Burlington Magazine 113 (August 1971), pp. 456–60. González-Palacios quotes (p. 456) an English visitor to the villa in 1770, Patrick Brydone, who called it an ""enchanted castle,"" in which some of the ceilings ""instead of plaster or stucco, are composed entirely of large mirrors, nicely joined together. The effect that these produce (as each of them make a small angle with the other), is exactly that of a multiplying glass, so that when three or four people are walking below, there is always the appearance of three or four hundred walking above."" Goethe, who visited the villa in 1787, described it as ""the Palagonian madhouse."" See also Alvar González-Palacios. Il tempio del gusto— Roma e il regno delle Due Sicilie: Le arti decorative in Italia fra classicismi e barocco. 2 vols. Marmi 136. Milan, 1984, vol. 1, p. 385, vol. 2, p. 275,  fig. 629; and Mario Giarrizzo and Aldo Rotolo. Mobile e mobilieri nella Sicilia del Settecento. Palermo, 1992, p. 124, pl. 78.[5] Mentioned to me by Walter E. Stait, in 1993.[6] John Richardson. ""Cubists among the Columns."" Vanity Fair, July 1984, pp. 56-57.[7] John Morley. The History of Furniture: Twenty-five Centuries of Style and Design in the Western Tradition. Boston, 1999, pp. 202-8, pl. 386.[8] Juan José Junquera y Mato. Spanish Splendor: Great Palaces, Castles, and Country Houses. New York, 1992, p. 269.[9] Unfortunately, I have not had the opportunity to examine the chairs in question and have no idea what their state of preservation is. The Derby House set was copied in the early twentieth century; see catalogue of a sale at Christie's, London, 27 May 1993, lot 181.[10] Allen Wardwell. ""Continental Decorative Arts at the Art Institute of Chicago."" Magazine Antiques 92 (October 1967), p. 520.[11] Cynthia Duval. Five Hundred Years of Decorative Arts from the Ringling Collections, 1350–1850. Exh. cat., John and Mable Ringling Museum of Art. Sarasota, Fla., 1981, p. 157, no. 153.[12] Margrit Bauer, Peter Märker, and Annaliese Ohm. Europäische Möbel von der Gotik bis zum Jugendstil. Museum für Kunsthandwerk. Frankfurt am Main, 1976, pp. 112, 145-46, no. 201; see also catalogue of a sale at Sotheby's, New York, 28 April 1990, lots 175-77 (three pairs of side chairs).",velvet,velvet
13,"Textiles were rarely used as floor coverings in the late sixteenth century, except by the wealthiest individuals, but ""carpets"" of pile weaves, tapestry weaves, or embroidery were often used to decorate tables. This fragment of a large table carpet displays strapwork motifs typical of other English sixteenth-century decorative arts such as wood carving and plaster decoration, and the ripe fruits, flowers, and vegetables are varieties that often appear on embroidered objects of the period. These include Tudor roses, pomegranates, pears, squash, honeysuckle, and grapes.The somewhat awkward drawing of the armorials suggests that this was not the product of a professional workshop. The table carpet may have been an amateur or semi-professional production, perhaps made by servants and extended family members for use in their own home. However, this project was no small undertaking; when complete, the carpet might have measured as much as twelve to fifteen feet in length.",embroidery,embroidery
14,"This textile may be compared with another textile in the Museum’s collection (17.22.2a–d) with a very similar pattern, but incorporating metal-wrapped threads. The all-silk version would have been less expensive to manufacture, and could possibly have been a provincial imitation of textiles produced in Constantinople and Bursa. Note that the Greek letters of the inscriptions have been reversed. The size and shape of the piece suggest that it formed part of a phelonion, or chasuble.",satin (fabric),satin
15,"This sampler features an upper and lower case alphabet, flowers (pansies, roses, lilies, and tulips), potted fruit trees and buttonhole-stitched edges. The motifs border all four sides and point toward the middle of the work, in which is stitched a floral wreath, typical of German samplers through the nineteenth century. The date on the sampler, 1691, is presumably the year in which the work was completed. It is stitched in such a way that it reads ""1691"" both upside down and right-side up. The sampler has the square shape, buttonhole stitched edges, and center-facing flower sprig and vase motifs typical of seventeenth-century samplers from Nuremberg, Germany.",embroidery,embroidery
16,"""At eleven o’clock set out for the Thuilleries, to see the balloon go off; we soon quitted the coach, and it was with the greatest difficulty we got through the crowd on the Pont-royal to the little garden door. It was not long afterwards, that the Duke of Cumberland was in danger of being squeezed to death, as announced in all the public journals. The Queen of France sat in the balcony in front of the Thuilleries, appeared serious, and our party remarked, that she looked like a very handsome English woman. As soon as the aëronauts had taken their flight, I quitted the gardens.""[1] In his diary entry for December 1, 1783, Joseph Cradock (1742–1826) refers to the many spectators who watched a historic event take place that day: the first manned hydrogen balloon flight. The aeronauts Jacques-Alexandre-César Charles (1746–1823), a physicist, and his collaborator, Marie-Noël Robert (1760–1820), took off from the gardens of the Tuileries in a gondola suspended from a netted hydrogen balloon.Balloon-shaped and carved with netting, the finials of these side chairs, supplied for the queen’s boudoir at the Château des Tuileries in February 1784, celebrate Charles and Robert’s successful flight. Georges Jacob, one of the outstanding menuisiers of the ancien régime, provided the walnut frames, which he described as “of a new shape,” possibly referring to the arched top rail or the seat shaped like a horseshoe. The brothers Rousseau, who were decorative painters as well as sculptors, executed the delicate carving, each element of which is carefully detailed in their 1784 invoice. The chairs’ legs have the form of arrow-filled quivers, and the uprights of the back are shaped like fasces, or bundles of rods tied with ribbon, which symbolized power or authority in classical antiquity. The now little-known Presle, who advertised as “painter and gilder to the king,” gilded the frames. For certain details of the carving, such as the myrtle branches on the seat rails, a clear greenish tone of gilding was chosen to subtly contrast with the yellow gold used elsewhere.[Daniëlle Kisluk-Grosheide, 2010][1] Cradock 1828, vol. 2, pp. 38–39.",damask,velvet
17,"The scenes illustrate the biblical account of King Ahasuerus and Queen Vashti as told in the Book of Esther. Ahasuerus commanded Vashti to show her beauty to those gathered at a feast. She refused and was banished. Although this story was rarely depicted, that of Esther, Vashti's successor, was a particularly popular subject in sixteenth- and seventeenth-century embroideries. Intended for a bed, this valance was most likely part of a set showing scenes from the story of Esther. The contrasting examples of a willful and a virtuous wife lead one to conjecture that the set was a wedding gift.",embroidery,tabby
18,"A symbol of exoticism and power, the Asian elephant (identified by its small ears) shares the visual space of this finely patterned silk satin damask with a European double-headed crowned eagle beneath a stylized, oval-shaped lotus.¹ The elephant is shown with multiple tusks, three on one side and one peeking out on the other. As such, the animal seen here likely represents the Buddhist six-tusked elephant described in a fifth-century Chinese translation of a sutra as being resplendent and white and having lotuses, jade maidens, and other symbolic figures at the end of each tusk.²Elephants have a long history in China. Given as tribute to the emperor by local rulers, particularly from neighboring Southeast Asian regions where they were raised, elephants were also presented as diplomatic gifts to important foreign kings. Apart from their use as work animals and army transport, they were sometimes tamed to provide entertainment in times of leisure, beloved by the royal courts. In sixteenth-century Europe, elephants held a similar fascination for royals and commoners alike, and they appear in the works of such artists as Durer and Raphael. Shipped by boat from Ceylon to Lisbon, elephants were offered as gifts of the Portuguese kings to the courts of Spain, Austria, France, and England. In 1514, Manuel I of Portugal gave a white elephant (the famous ""Hanno"" known through Raphael's drawings) to Pope Leo X.  An  elephant given by the court of Lisbon to Philip II of Spain in 1581 was subsequently passed along to Henry IV of France.  A year later Henry, in turn, gve it to Queen Elizabeth of England, a brillia;nt ""re-gifting"" of an asset deemed too expensive to maintain.³ Here the combination of Buddhist symbols and Habsburg eagles produces a composite message of a religious and political nature that juxtaposes the two cultures of Asia and Europe.  We do not know how long this long-preserved length of fabric was originally used, but its delicate quality indicates that it may have been part of a garment or hanging.⁴Woven in China and likely exported through the port of Macau, this textile's blend of Asian and European taste and style was intended for a foreign market that may not have understood the Buddhist elements but nonetheless would have appreciated the fine weaving and exotic designs.[Melinda Watt, adapted from Interwoven Globe, The Worldwide Textile Trade, 1500-1800/ edited by Amelia Peck; New York: Metropolitan Museum of Art; New Haven: distributed by Yale University Press, 2013]1. The textile is composed of a five-harness satin damask, with a blue warp and yellow weft. The blue color is presumably indigo, while the yellow dye was made from the Asian pagoda tree (Sophora japonica). Dye analysis was conducted by Nobuko Shibayama in the Department of Scientific Research, Metropolitan Museum, with High Performance Liquid Chromatography-Photo Diode Array (HPLC-PDA). 2. “The creature is colossal . . . and is whiter than the snows of the Himalayas. At the ends of his six tusks are six bathing tanks, in each of which grow fourteen lotuses. On each open blossom is a ‘jade maiden’ fairer than the damsels of Paradise, in whose hands are five spontaneously created lutes; each lute is accompanied by 500 other musical instruments, and 500 jewel-colored birds.” Guan Puxian pu sa xing fa jing (Sutra on the Practice of Visualizing the Bodhisattva Samantabhadra), in Soper, “Literary Evidence for Early Buddhist Art in China,” p. 223. 3. See Bedini, The Pope’s Elephant, Gschwend and Bellet, The Story of Suleyman, and Lach, “The Elephant,” pp. 152 ? 58. 4. The panel comprises two widths of cloth seamed together: identical patterns that are somewhat mismatched at the join. A fragment of the white selvage with a blue stripe is preserved along the seam in two areas (visible at the back). Digby, “Some Silks Woven under Portuguese Influence in the Far East,” pp. 55 ? 56 and n. 11, notes that several Asian damasks from Macau have a white twill selvage with a stripe and that the structure of this selvage is distinct from other silks thought to be from Macau; the elephant silk conforms to the technical features of that group. Since we have little information as to the exact provenance of these textiles, technical features such as these can be important for identifying the potential locale of their production.",damask,satin
19,"This unique image of a miraculous tree bearing multiple species of fruits and vegetables can be identified as the biblical Tree of Life. A multifruiting tree is described in the Book of Revelations; a tree that grows in the celestial City of God bearing twelve types of fruit that ripen during every month of the year. This association with the Tree of Life in Revelations is reinforced by the curling grape vine wrapped around the trunk of the tree, which is symbolic of the Passion of Christ and the promise of eternal life.The addition of numerous animals and the presence of both the sun and the moon also refer to the abundance of the Garden of Eden in the Book of Genesis.",embroidery,brocaded
20,"Like the nearby crimson example, this is a damask. Its subtle pattern was achieved by contrasting the shiny warp face with the matte weft face of the same weave, a technique that European weavers learned by studying imported Chinese silks. The motif’s midsize scale renders this design versatile enough to be used for furnishings, wall coverings, or dress fabric. This green silk damask was displayed in European Textiles and Costume Figures, on view at the Staten Island Institute of Arts and Sciences (visible at center bottom in the photograph of 1938), and at Walton High School (visible at right in the photograph of February 9, 1939).[Elizabeth Cleland, 2017]",damask,damask
21,"This orphrey band is an extraordinary example of complex and highly refined embroidery. The depiction of the faces of the roundel figures is lifelike and animated and there is whimsy in the winged creatures who appear to be blowing trumpets but actually are leaves emanating from the central plant motif. The enormous detail in curvilinear forms includes the swag of the draperies, sinuous curling vines and leaves and the curling tails of the winged figures. This panel was probably one of two panels on a cope. This piece has been cut, which accounts for the single orientation of the roundels and the slightly shorter length than would be needed to accommodate a cope. There is some indication that it was also used as a wall hanging, which would be evidence of its having been altered from its original use.",embroidery,embroidery
22,"Liturgical gloves are traditionally made of silk knit and embellished with gold metallic embroidery. Worn by Roman Catholic bishops and cardinals during pontifical masses, i.e., those celebrated by the bishop, their color corresponds to the color of vestments worn during the course of the liturgical year. These knitted gloves feature an elaborate gauntlet cuff embellished with floral and fruit forms. Red is the liturgical color for certain feast days and Palm Sunday.",embroidery,velvet
23,"This woven fragment belongs to the upper part of an opreg cu ciucuri, a fringed apron traditionally worn by women from the Banat area of Romania and Serbia. The warp of the fragment's ground woven component is made of course, long wool fibers from the back of Turcana sheep. Highly twisted during spinning and dying, these fibers give desirable weight and stiffness to the apron. The decorative band was woven separately, and geometric motifs were embroidered over both fabrics.",embroidery,velvet
24,"This object is from the collection of Natalia de Shabelsky (1841-1905), a Russian noblewoman compelled to preserve what she perceived as the vanishing folk art traditions of her native country. Traveling extensively throughout Great Russia, she collected many fine examples of textile art of the wealthy peasant class. From the 1870s until moving to France in 1902, Shabelsky amassed a large collection of intricately embroidered hand-woven household textiles and opulent festival garments with rich decoration and elaborate motifs. The Brooklyn Museum holdings include many fine examples including the majority of the garments. Portions of Shabelsky's collection are also housed at the Museum of Fine Arts, Boston, the Cleveland Art Museum, and the Russian Museum of Ethnography in St. Petersburg.This charming work of folk art incorporates some interesting and unique interpretations of traditional motifs. The central goddess figure flanked by mounted horses is common to Russian embroidery; however this piece includes a more literal humanistic translation than is traditional. The mitten-shaped hands as well as the depiction of the face are uncommon to goddess representation. The small birds throughout the ground are also a departure from the more traditional peacock motif.",embroidery,embroidery
25,"This elaborately embroidered purse probably corresponds to the ""sweet bags"" recorded in a number of sixteenth- and seventeenth-century inventories. The purse appears to have been worn around the person and to have carried scented herbs and essences to ward off the evil smells of daily life.",embroidery,brocaded
26,"Representing spring and summer, fire and air, these hangings (MMA 46.43.1-.4) were part of a larger set that must also have included the two missing seasons and elements. This series included portraits of Louis XIV, his mistress Françoise-Athénaïs de Rochechouart, marquise de Montespan (1641 – 1707 ), and six of their children, all shown as deities. The hangings were probably worked at the convent of the Filles de Saint-Joseph in Paris, which was under the patronage of Madame de Montespan, and where she retired in 1691. At this religious community, orphan girls were educated in the art of needlepoint, and a number of royal embroidery projects for use at Versailles were executed there, with the additional assistance of professional embroiderers. The Museum’s four panels are believed to have been commissioned by Madame de Montespan about the time the king transferred his affections from her to Françoise d’Aubigny, marquise de Maintenon (1635 – 1719 ), whom he was to marry in 1685.The central medallion in the panel that symbolizes air (MMA 46.43.4) features the king himself in the guise of Jupiter, holding a thunderbolt and a shield emblazoned with the head of the Gorgon Medusa and seated on a large eagle against a backdrop of billowing clouds. Various birds, insects, and wind instruments are rendered around this medallion, while a sunburst is shown above and Juno with peacock below. The closeness of the depiction of Louis XIV to an image of the king painted on the ceiling of the Hall of Mirrors at Versailles by Charles Le Brun in 1683 – 84 makes it likely that the designs for the main figures in the set of hangings were supplied by his workshop; however, they may be the work of the painter François Bonnemer (1638 – 1689 ), who is known to have made cartoons after compositions by Le Brun. In 1685 Bonnemer provided designs for the embroidered seat covers of the benches and stools in the Hall of Mirrors at Versailles. The alentours, or decorative borders, full of delightful details, are believed to be by Jean Lemoyen le Lorrain, an artist little known today who worked in the circle of Le Brun.The other embroideries are thought to depict three of Montespan’s children with the king: Louise-Françoise, Mademoiselle de Nantes (1673 – 1743 ), with flowers symbolizing Flora, or spring (MMA 46.43.1); Françoise-Marie, Mademoiselle de Blois (1677 – 1749 ), with wheat ears, as Ceres, or summer (MMA 46.43.2); and Louis-Auguste, duc de Maine (1670 – 1736 ), in armor, as Mars, or fire (MMA 46.43.3).The compositions of the seasons include floral wreaths with the zodiac symbols for the appropriate months, while salamanders, torches, smoking braziers, and censers pertain to the element fire. The background of these rare surviving embroideries is worked in metal thread, now tarnished, which must have given them a sumptuous and shimmering appearance when they were first made. The hangings were documented in 1718 as in the collection of Louis-Alexandre, comte de Toulouse (1678 – 1737 ), the youngest child of Louis XIV and Madame de Montespan, at the Château de Rambouillet. During the nineteenth century they belonged to King Louis-Philippe and were hung at the Palais Royal, Paris.[Daniëlle Kisluk-Grosheide, adapted from The Wrightsman Galleries for French Decorative Arts/Daniëlle Kisluk-Grosheide and Jeffrey Munger; New York: Metropolitan Museum of Art; New Haven: Yale University Press, 2010]",embroidery,embroidery
27,"This object is from the collection of Natalia de Shabelsky (1841-1905), a Russian noblewoman compelled to preserve what she perceived as the vanishing folk art traditions of her native country. Traveling extensively throughout Great Russia, she collected many fine examples of textile art of the wealthy peasant class. From the 1870s until moving to France in 1902, Shabelsky amassed a large collection of intricately embroidered hand-woven household textiles and opulent festival garments with rich decoration and elaborate motifs. The Brooklyn Museum holdings include many fine examples including the majority of the garments. Portions of Shabelsky's collection are also housed at the Museum of Fine Arts, Boston, the Cleveland Art Museum, and the Russian Museum of Ethnography in St. Petersburg.The highly complex embroidery composition and technique is representative of the quality of Russian handwork. Particularly intriguing is the repeat stylized plant motif. The forms used to define it are used in both imperial eagle and goddess motifs, and could in fact be a merging of these two designs. This is a good example of how a culture's design vocabulary is filtered and changed throughout generations.",embroidery,embroidery
28,"Until recently, products of the Dutch silk-weaving industry have been difficult to identify. The duc de Richelieu (Louis-Francois- Armand de Vignerod du Plessis, 1696 ・ 1788) collected hundreds of European textile samples between 1720 and 1736 in an attempt to document local and regional production; included in this collection are several woven silks from the Netherlands labeled “Indiennes.” This nomenclature and certain characteristics of the group have been confirmed by recent archival research in Amsterdam.¹  These fabrics have a width of about 30 1⁄2 inches (78 centimeters) and feature distinctively playful patterns with exotic elements, mostly interpretations of Chinese motifs.²  Dutch silk indiennes were certainly intended for fashionable womens dress, as is evident from a particularly spectacular example of Dutch silk weaving at the Museum of Fine Arts, Boston (no. 43.1871a-c). The Dutch were exporting silk textiles to England, France, and Portugal (and probably indirectly to North America through the British trade) by at least the early eighteenth century. In 1707 an Amsterdam silk manufacturer was called upon to testify to the origin of several Dutch silks after such goods were stopped by English customs on their way into London because they were thought to be from India.³ Both England and France banned the import of Asian silks around the turn of the eighteenth century as protectionist measures in favor of their own silk-weaving industries.⁴Whether the Dutch silk indiennes of the 1720s to 1750s were still confused with Asian silks is not certain; to the modern eye, they are clearly examples of European chinoiserie.  This particular pattern shows a compact walled garden with tiny pagodas flanked by oversize Chinese-style vases holding large flowers. In his 1769 memoirs Jacques-Charles Dutillieu (1718 ・ 1782), a French silk designer and manufacturer, dismissed the quality of Dutch silk designs, saying they were either bad copies of French patterns or designs taken from textiles from the “Indes Orientales” appropriated with a rather unrefined taste.⁵ While his comments are clearly untrue of this charming design, they confirm the competitive nature of the silk industries within western Europe. Although the use of fashionable textiles for ecclesiastical vestments certainly predates the eighteenth century, based on surviving vestments this practice appears to have accelerated after 1700. Eighteenth-century vestments made of dress silks are often attributed to France; the use here of the older Italian woven silk as the hood of this cope is an unusual variation on the practice. [Melinda Watt, adapted from Interwoven Globe, The Worldwide Textile Trade, 1500-1800/ edited by Amelia Peck; New York: Metropolitan Museum of Art; New Haven: distributed by Yale University Press, 2013]  1. Weigert, Textiles en Europe sous Louis XV. The textiles were collected and arranged in eight volumes that were part of the duke’s extensive library; they were sold at the auction of his estate in 1788 in a lot totaling fifty-two volumes under the heading “Records of Our Times.” See Folliot, Regnault-Delalande, Julliot, and Quillau, Catalogue de . . . le cabinet de feu M. le duc de Richelieu. . . . The term indiennes was more commonly used in France to refer to European imitations of Indian cotton textiles, but rather confusingly the Richelieu volumes also employ the word to refer to the printed cottons being made at Marseilles and Genoa. The Amsterdam silk-weaving industry and its products have most recently been documented by Sjoujke Colenbrander in When Weaving Flourished: The Silk Industry in Amsterdam and Haarlem, 1585 ・ 1750.2. See Colenbrander, “Dutch Silks, Narrow or . . . ?,” pp. 59 ・ 65, and Colenbrander and Browne, “Indiennes: Chinoiserie Silks Woven in Amsterdam,” pp. 127 ・ 38, 211 ・ 24, for a discussion of the width of these silks.3. Colenbrander and Browne, “Indiennes: Chinoiserie Silks Woven in Amsterdam,”p. 128.4. Ibid., pp. 128 ・ 29; England passed a ban in 1699 and France in 1702; the latest known archival mention of a Dutch indienne is from 1754, ibid., p. 128.5. Rothstein, “Dutch Silks ・ An Important but Forgotten Industry,” p. 156 and n. 24; for the life and work of Dutillieu, see Miller, “Manufactures and the Man,”pp. 19 ・ 40.",satin (fabric),satin
29,"The inscription on this mourning picture was copied from the notice of Daniel Goodman’s death that appeared in the Philadelphia newspapers. The sad figures may be meant to portray Mrs. Phoebe Goodman and her four surviving children. The embroiderer was probably one of Daniel’s sisters, perhaps the young lady who stands to the right of the monument.",embroidery,brocaded
30,"Now quite abraded, the yellow silk threads of this compound weave were wrapped in silver foil, which would have made the textile especially luxurious. A silver-brocaded textile with a similar pattern of crosses and seraphim, albeit in a different weaving technique, was brought to Moscow from Istanbul by Russian envoys in 1634.",satin (fabric),satin
